StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
104,0,197304,5.76,60.1,3.27,3.27,2.97,3.27,59,170,1.48,1.97,1.57,1.95,1.29,1.53,1.53,48.9,71.3
107,0,197304,1.08,44.8,5.01,5.01,1.54,5.01,20,535,0.31,1.46,1.35,1.22,2.12,1.76,0.84,31.4,58.3
109,0,197304,0.53,50,-0.43,2.24,-1.3,1.65,5,333,-1.13,-0.02,0.41,0.73,0.95,0.83,0.04,37.2,62.7
108,0,197304,1.31,42.4,-2.71,-2.71,-1.53,-2.71,0,549,-1.34,-1.32,-2.25,-1.27,-1.32,-1.33,0.17,30.6,54.2
103,0,197304,5.8,51.7,3.98,3.98,3.08,3.98,1,431,1.4,2.18,1.65,2.2,2.19,1.68,1.03,42.3,61
105,0,197304,2.19,39.6,3.62,3.62,2.59,3.62,0,678,0.74,1.59,0.94,0.63,0.43,0.51,0.51,28,51.1
106,0,197304,5.04,58.2,5.01,5.01,3.63,5.01,39,170,1.58,2.67,2.53,2.5,2.64,2.35,1.55,47,69.3
102,0,197304,3.07,42.9,3.42,3.42,1.23,3.42,0,615,0.65,1.43,1.14,1.33,1.85,1.65,1.06,32.7,53.1
101,0,197304,5.39,45.4,3.39,3.39,3.04,3.39,0,485,1.66,0.98,0.81,1.94,1.21,2.22,1.36,35.7,55.2
106,0,197305,3.06,68.4,4.22,4.22,-0.84,3.84,194,28,-0.77,0.66,1.98,1.84,2.36,2.08,1.48,55.5,81.2
104,0,197305,5.02,67.6,3.61,3.61,2.03,3.61,169,60,0.93,1.67,1.97,2.01,1.65,1.49,1.57,55.4,79.8
102,0,197305,5.03,52.9,4.33,4.33,3.8,4.33,12,373,1.42,1.38,1.92,2.07,1.97,2.3,1.67,41.7,64.1
108,0,197305,1.58,52.2,-2.81,-2.81,-1.14,-2.81,3,331,-0.62,-1.48,-1.52,-1.26,-1.43,-1.42,0.11,38.3,66.1
101,0,197305,5.11,52.7,3.81,3.81,2.32,3.81,5,300,1.17,1.74,1.39,1.67,1.74,2.36,1.58,43.1,62.3
109,0,197305,0.54,61.8,-0.68,1.72,-0.88,0.72,56,136,-0.56,-1.3,-0.27,0.41,0.88,0.86,-0.17,47.3,76.3
103,0,197305,5.53,59.6,4.29,4.29,2.16,4.29,33,235,0.86,1.43,2.16,1.89,2.47,2.08,1.19,48.6,70.7
105,0,197305,1.92,52,3.03,3.03,-0.64,2.72,19,360,-0.8,-0.22,0.3,-0.01,-0.17,-0.11,0.22,37.9,66.2
107,0,197305,1.34,58,5.51,5.51,3.06,5.51,118,237,0.61,0.48,1.43,1.11,2.04,1.95,0.93,43.3,72.7
104,0,197306,5.93,76.3,3.85,3.85,1.82,3.85,350,1,0.8,1.12,1.69,1.97,2.15,1.41,1.73,66,86.6
102,0,197306,3.23,66.5,3.34,3.34,-1.62,2.66,136,48,-0.72,0.45,0.61,0.9,1.18,2.37,1.38,55,78.1
106,0,197306,4.28,76.9,4.26,4.26,1.42,4.26,381,1,0.6,-0.1,0.79,1.85,2.1,2.29,1.76,65,88.7
101,0,197306,5.07,66.6,3.97,3.97,1.66,3.97,150,16,0.98,1.35,1.86,1.45,2.08,1.58,1.94,56,77.1
108,0,197306,1.3,57.8,-2.84,-2.84,-0.97,-2.84,15,203,-0.49,-0.85,-1.45,-1.94,-1.67,-1.51,-0.08,44.2,71.3
105,0,197306,2.1,62.5,2.24,2.24,-1.45,1.31,127,117,-0.97,-1.28,-0.77,-0.78,-0.56,-0.32,0,48.7,76.3
103,0,197306,5.04,72.7,4.21,4.21,1.1,4.21,225,11,0.67,0.95,1.47,1.59,2.52,2.63,1.5,61.6,83.8
107,0,197306,0.89,66.8,6.29,6.29,4.03,6.29,236,82,0.09,0.45,0.39,1,2,1.84,1.06,50.9,82.8
109,0,197306,0.25,68.7,-1.14,1.02,-1.57,-0.6,155,29,-0.49,-0.88,-1.4,0.5,0.74,0.76,-0.21,53.4,84
108,0,197307,0.42,65.4,-3.08,-3.08,-1.6,-3.08,77,78,-0.54,-0.72,-1.04,-2.49,-1.56,-1.54,-0.1,49.5,81.3
105,0,197307,1.95,67.8,2.11,2.11,0.29,1.26,196,48,0.03,-0.79,-1.1,-0.6,-0.6,-0.5,0.16,53,82.6
109,0,197307,0.22,74,-1.56,-1.56,-1.64,-1.56,223,6,-0.43,-0.72,-1.07,0.15,0.58,0.79,-0.22,58.2,89.9
102,0,197307,3.84,69.6,3.24,3.24,0.74,2.8,197,17,0.36,-0.36,0.55,0.98,1.24,1.81,1.36,58.3,80.9
106,0,197307,4.26,80.4,4.62,4.62,2.41,4.62,510,0,1.07,1.03,0.39,1.92,2.01,2.26,1.77,69.1,91.7
101,0,197307,3.36,70,3.22,3.22,-1.02,2.77,238,3,-0.64,0.35,0.86,1.16,1.97,1.36,1.89,59,81.1
104,0,197307,4.93,78.7,-0.19,3.27,-0.56,2.99,427,0,-0.57,0.16,0.55,1.52,2.06,1.38,1.51,68.3,89.1
103,0,197307,4.86,75.5,4.29,4.29,1.53,4.29,305,1,0.79,0.89,1.1,1.98,2.72,2.86,1.55,64.7,86.2
107,0,197307,2.09,71.9,6.86,6.86,3.65,6.86,328,25,0.42,0.35,0.6,1.35,1.25,2.18,1.18,57.3,86.5
108,0,197308,0.42,63.4,-3.25,-3.25,-1.45,-3.25,45,129,-0.53,-0.89,-1.01,-1.73,-1.47,-1.6,-0.13,48.1,78.7
103,0,197308,2.57,74.1,3.46,3.46,-1.17,2.95,270,6,-1.19,-0.18,0.22,2.41,1.89,2.56,1.48,63.1,85.2
109,0,197308,0.3,72.1,-1.67,-1.67,-0.79,-1.67,207,9,-0.1,-0.34,-0.71,-0.47,0.32,0.79,-0.24,56.8,87.3
106,0,197308,2.16,79.1,4.16,4.16,0.03,4.11,457,0,-0.81,0.17,0.46,1.88,1.7,2.04,1.41,66.8,91.4
104,0,197308,4.97,77.5,-0.14,2.95,0.07,2.65,397,0,-0.14,-0.56,-0.01,1.46,1.65,1.51,1.32,67.2,87.7
101,0,197308,3.66,70.1,2.6,2.6,-0.89,1.75,247,4,-0.07,-0.6,0.15,1.1,1.43,1.47,1.66,59.6,80.5
107,0,197308,1.12,71.3,-0.48,5.67,-1.44,5.09,321,21,-1.48,-0.8,-0.73,0.63,0.65,1.75,0.82,56.2,86.5
105,0,197308,1.19,69.4,1.32,1.32,-1.71,-0.19,235,36,-1.03,-0.68,-1.16,-0.63,-0.8,-0.83,0.18,54.2,84.6
102,0,197308,3.44,69.9,2.63,2.63,-0.84,1.82,196,20,-0.04,0.17,-0.36,0.92,1.18,1.33,1.57,59.1,80.7
101,0,197309,3.84,59.8,2.35,2.35,0.06,1.49,57,94,0.22,0.07,-0.36,1.18,0.95,1.61,1.65,48.8,70.7
107,0,197309,0.94,62.4,-0.67,4.85,-0.71,3.96,165,158,-0.7,-1.81,-1.09,-0.58,0.25,1.5,0.65,47.1,77.6
109,0,197309,0.42,64.5,-1.57,-1.57,-0.23,-1.57,94,52,0.15,-0.12,-0.29,-1.52,0.45,0.7,-0.26,49.3,79.7
106,0,197309,6.4,73.3,5.28,5.28,4.64,5.28,329,9,2.52,1.59,1.9,1.71,2.44,2.58,1.89,63.3,83.3
102,0,197309,4.36,58.5,2.88,2.88,1.57,2.6,30,164,0.9,0.64,0.68,0.88,1.15,1.3,1.88,48.2,68.7
103,0,197309,3.66,68.9,3.15,3.15,0.15,2.65,135,47,0.25,-0.49,0.01,1.16,1.45,2.22,1.42,58.4,79.4
105,0,197309,3.53,54.7,2.94,2.94,5.29,2.94,27,270,2.37,1.46,1.14,0.15,0.1,0.19,0.74,42.7,66.7
108,0,197309,2.22,56.5,0.47,-2.45,1.4,-1.82,16,189,1.08,0.57,0.31,-1.04,-1.79,-1.58,-0.14,43.5,69.6
104,0,197309,3.98,75.5,-0.39,2.39,-0.78,1.73,332,4,-0.16,-0.36,-0.65,0.72,1.24,1.63,1.28,65.1,85.8
105,0,197310,1.25,47.8,2.78,2.78,0.42,2.78,5,466,0.06,1.87,1.23,-0.09,0.2,0.13,0.3,34.8,60.8
108,0,197310,2.56,46,0.4,-2.22,-0.07,-1.58,0,488,0.09,0.62,0.33,-0.43,-1.66,-1.34,-0.11,35.1,56.9
109,0,197310,1.35,55.4,0.24,-1.17,0.72,-0.72,25,171,0.54,0.39,0.27,-0.49,0.21,0.59,-0.13,41.3,69.5
106,0,197310,4.27,65.9,5.55,5.55,2.44,5.55,160,54,1.07,1.98,1.63,1.54,2.48,2.54,2.06,53.6,78.2
103,0,197310,3.69,59.4,3.04,3.04,0.64,2.73,30,230,0.66,0.51,-0.05,0.77,1.8,2.27,1.8,47.6,71.3
104,0,197310,1.95,65.5,-0.97,1.52,-1.86,0.13,142,94,-0.85,-0.78,-0.83,-0.14,0.84,1.48,0.89,53.1,77.9
102,0,197310,2.7,52.6,2.67,2.67,0.26,2.43,9,358,0.41,0.87,0.71,0.84,1.17,1.39,1.8,42.1,63.1
107,0,197310,0.39,53.9,-1.27,3.67,-2.02,2.04,66,310,-1.34,-1.4,-2.03,-1.13,-0.09,0.26,0.25,37.6,70.2
101,0,197310,3.19,50.4,1.91,1.91,-0.6,0.8,4,351,-0.07,-0.04,-0.11,0.49,0.77,1.59,1.7,39.3,61.5
108,0,197311,8.97,34.2,2.22,2.22,5.61,2.22,0,786,2.2,2.3,2.83,1.83,0.53,-0.02,0.54,29,39.4
106,0,197311,3.08,56.2,5.55,5.55,1.71,5.55,66,207,0.64,1.11,2.01,2.04,2.62,2.5,2.44,44.5,68
102,0,197311,2.01,33.2,2.66,2.66,0.8,2.66,0,868,0.34,0.47,0.86,0.35,1.26,1.46,1.65,25.7,40.8
109,0,197311,4.42,44.1,1.56,1.56,4.02,1.56,0,449,1.86,1.82,1.77,1.45,0.76,0.88,0.33,34.9,53.3
107,0,197311,0.86,41.9,-1.24,3.2,-0.29,1.47,5,626,0.14,-0.92,-1.15,-1.3,-0.16,0.02,0.26,28.3,55.5
104,0,197311,2.35,57.3,-1.45,0.79,-1.73,-1.19,71,250,-0.32,-0.86,-0.81,-0.7,0.75,1.09,0.84,44.7,69.9
101,0,197311,2.79,38.4,1.25,1.25,-1.37,-0.32,0,667,-0.56,-0.49,-0.39,-0.22,0.61,1,1.6,30.4,46.3
103,0,197311,5.22,46,3.55,3.55,2.46,3.55,0,614,1.52,1.46,1.23,1.06,2.29,2.18,2.1,36.4,55.7
105,0,197311,1.47,27.8,3.17,3.17,2.02,3.17,0,1024,1.22,0.73,2.1,0.59,0.58,0.41,0.47,18.8,36.7
109,0,197312,2.83,40.4,1.82,1.82,1.28,1.82,0,535,0.31,1.29,1.34,1.21,0.65,1.02,0.15,31.3,49.6
108,0,197312,6.81,33.2,2.94,2.94,2.84,2.94,0,797,1.23,2.28,2.28,2.15,1.29,0.26,0.66,27.6,38.8
104,0,197312,5.67,46.5,-0.68,1.32,1.84,0.06,19,530,1.33,0.7,0.13,-0.41,0.65,1.14,1.28,35.2,57.8
102,0,197312,1.76,17.5,2.99,2.99,1.79,2.99,0,1353,1.02,0.71,0.73,0.88,1.08,1.33,1.65,10,24.9
103,0,197312,3.97,32.8,3.78,3.78,1.81,3.78,0,1042,0.75,1.49,1.51,1.08,1.73,1.94,2.2,24.5,41.1
101,0,197312,6.92,29.4,2.99,2.99,5.61,2.99,0,965,2.54,1.47,1.04,0.55,1.41,1.27,1.96,21.3,37.5
105,0,197312,1.16,21.1,3.35,3.35,1.52,3.35,0,1358,0.95,1.42,1.01,1.43,0.44,0.41,0.58,12.2,29.9
107,0,197312,0.66,33.8,-1.46,2.52,-1.04,0.48,0,861,-0.6,-0.39,-1.1,-1.41,-1.04,-0.26,-0.03,20.3,47.4
106,0,197312,2.58,43.7,5.67,5.67,2.08,5.67,5,553,0.22,0.5,0.96,1.88,1.87,2.52,1.63,30.7,56.6
109,0,197401,3.84,36.3,2.6,2.6,2.88,2.6,0,625,0.67,0.59,1.27,1.28,1.04,1.02,0.57,27.4,45.2
105,0,197401,0.98,14.7,3.41,3.41,1.22,3.41,0,1546,0.49,0.94,1.34,1.69,0.35,0.58,0.49,4.5,25
101,0,197401,3.22,24.5,2.78,2.78,0.29,2.78,0,1080,0.25,2.08,1.35,0.83,1.1,1.29,2.05,15.7,33.2
102,0,197401,1.21,12.9,2.89,2.89,0.65,2.89,0,1461,0.33,0.81,0.64,0.84,0.98,1.28,1.65,4.1,21.8
103,0,197401,4.66,33.1,4.21,4.21,2.44,4.21,2,1052,1.15,1.27,1.8,1.25,1.7,2.31,2.25,25.2,41
108,0,197401,6.68,25.5,3.56,3.56,2.77,3.56,0,1005,1.31,1.54,2.58,2.58,1.94,0.94,0.77,18.3,32.7
107,0,197401,1.54,29.6,-0.77,2.8,1.6,1.31,0,981,1.06,0.4,0.36,-1.24,-0.75,0.07,0.35,17.7,41.5
106,0,197401,3.43,41.8,6.03,6.03,2.85,6.03,18,605,1.24,0.93,0.98,1.9,1.91,2.7,1.83,31,52.6
104,0,197401,4.88,55.9,-0.53,1.26,0.24,0.11,95,336,0.79,1.35,0.89,0.16,0.4,1.18,1.21,46.4,65.4
102,0,197402,1,16.7,2.66,2.66,0.2,2.66,0,1289,0,0.09,0.58,0.96,0.49,1.34,1.78,5.8,27.6
107,0,197402,0.33,32.9,-1.12,2.09,-1.26,0.25,2,781,-1.64,0.02,-0.32,-1.1,-1.22,-0.31,0.4,18,47.9
108,0,197402,3.88,32.8,3.37,3.37,0.51,3.37,0,748,0.34,1.2,1.59,2.66,2.13,1.42,0.64,24.8,40.7
106,0,197402,1.49,47.6,5.12,5.12,-0.87,4.75,12,411,-0.84,0.4,0.34,1.86,1.92,2.66,2.03,33.3,62
101,0,197402,2.13,21.7,2.11,2.11,-1.14,1.58,0,1062,-0.65,-0.31,1.58,0.73,0.66,1.21,1.86,11.5,31.9
104,0,197402,3.99,48.1,-0.47,1.14,0.02,0.02,24,449,0.04,0.55,1.14,0.27,0.17,1.16,1.16,35.6,60.6
105,0,197402,0.57,25.5,3.17,3.17,0.33,3.17,0,1077,-1.06,-0.24,0.42,1.95,0.67,0.63,0.39,14.5,36.5
103,0,197402,2.4,34.5,3.64,3.64,-0.41,3.42,0,925,-0.15,0.84,1.09,1.63,1.47,2.57,2.32,24.3,44.7
109,0,197402,1.11,40,1.93,1.93,-1.2,1.35,0,501,-0.97,-0.08,0.01,0.79,0.66,0.4,0.52,28.2,51.8
105,0,197403,1.16,31.9,3.33,3.33,1.44,3.33,0,950,0.05,-0.59,-0.2,0.78,1.25,0.39,0.42,20.4,43.3
102,0,197403,1.58,28.9,2.38,2.38,-0.01,2.32,0,1039,-0.13,-0.2,-0.11,0.52,0.79,0.99,1.79,19.5,38.3
101,0,197403,4.34,32.5,2.5,2.5,1.82,2.5,0,845,0.87,0.3,0.34,1,0.59,1.46,1.86,22.6,42.4
103,0,197403,4.06,46.3,3.2,3.2,-0.19,2.85,6,661,0.27,0.06,0.77,1.68,1.28,1.96,2.53,35.6,57
109,0,197403,3.6,46.5,2.46,2.46,2.18,2.46,2,450,0.99,0.04,0.37,1.02,0.97,0.63,0.97,35.9,57
106,0,197403,2.3,58.7,4.1,4.1,-1.47,3.14,87,192,-0.39,-0.81,0.07,0.7,1.61,1.71,2.15,46.1,71.3
104,0,197403,3.38,58.5,-1.17,-1.17,-2.23,-1.17,81,243,-0.75,-0.5,-0.03,0.07,-0.31,0.52,1.03,45.9,71.1
107,0,197403,0.82,45.6,-1.59,1.28,-1.77,-0.98,12,550,-0.43,-1.29,-0.24,-0.93,-1.33,-0.98,0.54,31.3,59.9
108,0,197403,5.37,36.6,4.07,4.07,3.13,4.07,0,728,1.57,1.21,1.8,2.66,2.57,1.88,0.76,27.9,45.2
105,0,197404,1.93,43.6,3.38,3.38,1.19,3.38,2,575,0.31,0.26,-0.11,0.93,1.51,0.29,0.51,31.3,55.8
101,0,197404,3.44,45.7,2.1,2.1,-0.44,1.85,0,453,0.06,0.62,0.2,1.11,0.76,1.07,1.88,34.2,57.2
106,0,197404,3.42,63,3.81,3.81,0.38,2.95,91,88,0.38,0.05,-0.39,0.34,1.34,1.37,2.35,49.8,76.2
107,0,197404,0.73,48.8,-1.68,0.9,-0.75,-1.41,35,434,-0.48,-0.73,-1.38,-0.59,-1.64,-1.17,0.61,33.5,64.1
109,0,197404,1.28,49.3,2.26,2.26,0.17,2.26,7,348,0.13,0.83,0.01,0.91,0.93,0.77,1.01,36.3,62.2
102,0,197404,2.95,44.9,2.32,2.32,0.54,2.32,0,555,0.52,0.22,0.18,0.5,0.86,0.98,2.19,33.4,56.3
108,0,197404,2.56,42.5,3.83,3.83,0.56,3.83,0,557,0.22,1.38,1.17,2.65,2.66,2.17,0.73,32.4,52.7
104,0,197404,3.54,62.1,-1.14,-1.14,-0.27,-1.14,75,128,-0.02,-0.58,-0.41,0.31,-0.11,0.1,1.19,48.8,75.4
103,0,197404,3.74,54.7,2.74,2.74,-0.39,2.19,5,350,-0.02,0.12,0.02,1.32,1.04,1.47,2.23,42.5,67
105,0,197405,2.81,50.7,3.61,3.61,1.74,3.61,31,371,0.27,0.36,0.32,0.42,1.61,0.73,0.35,38.3,63
106,0,197405,3.75,73.2,3.05,3.05,-1.09,1.78,307,8,-0.14,0.11,-0.07,0.1,1.46,1.56,2.19,61.4,84.9
102,0,197405,4.39,52.4,2.99,2.99,2.74,2.99,13,379,0.88,0.89,0.71,0.88,1.23,0.8,2.47,41.7,63
108,0,197405,1.55,47.9,-0.15,3.29,-0.44,3.06,0,448,-0.66,-0.3,0.91,1.88,2.79,2.31,0.76,36.3,59.5
109,0,197405,0.16,59.5,-0.44,1.59,-1.33,0.93,38,190,-2.07,-0.77,0.41,0.18,0.79,0.7,0.99,44.9,74.2
104,0,197405,4.87,70.4,0.39,-0.64,1.16,0.22,216,33,0.82,0.49,-0.07,0.63,0.12,0.05,1.14,58.9,82
101,0,197405,4.54,52.6,2.39,2.39,1.53,2.39,10,280,0.75,0.53,0.89,1.63,1,0.91,1.95,41.6,63.6
103,0,197405,6.24,62.7,3.29,3.29,2.5,3.29,61,186,1.28,0.86,0.77,1.21,1.69,1.57,2.74,52.1,73.4
107,0,197405,0.2,61.3,-2.82,-2.82,-3.94,-2.82,123,177,-2.26,-1.9,-1.7,-1.34,-1.67,-1.72,0.5,44.6,77.9
106,0,197406,3.49,76,2.88,2.88,0.42,1.74,363,3,-0.02,-0.16,0.02,0.07,0.5,1.27,2.46,63.5,88.6
108,0,197406,0.91,60.7,-0.75,2.33,-1.87,1.32,28,168,-1.12,-1.28,-0.81,1.18,2.43,2.3,0.64,45.6,75.8
107,0,197406,0.53,70.6,-3.54,-3.54,-3.04,-3.54,308,58,-0.96,-2.47,-2.13,-1.36,-1.6,-1.84,0.24,53.7,87.6
101,0,197406,4,63,2.35,2.35,0.61,2.35,61,58,0.18,0.59,0.45,0.49,0.96,0.65,1.35,51.9,74.1
104,0,197406,5.3,73.3,0.92,0.92,1.71,0.92,272,9,0.35,0.73,0.56,0.26,0.26,-0.09,0.93,62.2,84.3
102,0,197406,3.93,63.1,2.79,2.79,0.31,2.79,69,104,-0.09,0.48,0.58,0.42,0.76,1,2.52,51,75.2
103,0,197406,4.9,67.5,3.57,3.57,1.86,3.57,110,51,0.56,1.24,0.91,1.1,1.92,1.58,3.09,56.7,78.3
105,0,197406,1.56,63.4,-0.88,2.36,-2.64,1.26,106,106,-1.74,-0.98,-0.7,-0.78,-0.26,0.4,0.06,48.4,78.4
109,0,197406,0.08,69.8,-0.76,1.06,-1.1,-0.11,142,39,-1.25,-2.42,-1.14,0,0.71,0.67,0.89,53.4,86.2
108,0,197407,1.23,63.9,-0.72,2.05,-0.13,0.97,54,105,1.24,-0.2,-0.67,0.73,2.45,2.47,0.73,49.4,78.5
105,0,197407,1.5,71.6,-1.17,1.74,-1.13,0.19,313,26,-0.74,-1.78,-1.17,-1.07,-0.5,0.22,-0.23,56.3,87
104,0,197407,5.08,77.4,0.81,0.81,-0.02,0.81,389,0,-0.44,-0.09,0.3,-0.17,0.35,-0.03,0.99,66.6,88.2
107,0,197407,1.92,72.7,-3.41,-3.41,-0.7,-3.41,342,12,0.11,-0.45,-1.66,-1.99,-1.25,-1.95,0.34,58.3,87.1
106,0,197407,1.81,82,2,2,-1.75,0.28,539,0,-1.52,-0.87,-0.79,-0.79,-0.12,0.68,2.17,69,94.9
101,0,197407,3.77,68.2,2.12,2.12,0.02,2.06,207,7,-0.18,-0.03,0.35,0.32,1.02,0.75,1.39,56.9,79.6
102,0,197407,2.57,72.2,-0.6,1.91,-1.79,1.1,238,10,-1.05,-0.78,-0.1,-0.06,0.2,0.56,1.51,59.9,84.6
103,0,197407,2.1,75.9,2.31,2.31,-2.69,1.18,312,1,-2.16,-0.76,0.19,0.08,1.13,0.93,3.08,63.6,88.1
109,0,197407,0.52,73.2,-0.93,0.71,-0.72,-0.74,234,4,1.06,-0.32,-1.69,-0.35,0.7,0.72,0.97,58.4,88
104,0,197408,6.56,77,1.55,1.55,2.45,1.55,382,0,0.95,0.31,0.43,0.18,0.73,0.3,1.27,67.3,86.7
102,0,197408,4.35,65.4,-0.01,2.23,1.57,2.02,120,56,0.82,-0.07,-0.18,0.27,0.41,0.85,1.41,54.1,76.6
103,0,197408,5.6,72.4,3.17,3.17,3.3,3.17,220,13,1.92,0.03,0.29,0.77,1.22,1.73,3.09,61.8,83
105,0,197408,2.09,63,-0.7,1.91,1.05,0.77,98,103,0.69,-0.14,-1.24,-0.67,-0.57,0.58,-0.19,48.8,77.2
106,0,197408,5.45,77.9,3.09,3.09,3.9,2.58,450,1,2.25,0.76,0.48,0.2,0.31,1.37,2.3,66.8,88.9
109,0,197408,0.24,71.8,-1.09,-1.09,-0.77,-1.09,213,7,-0.36,0.36,-0.55,0.25,0.11,0.71,0.97,55.9,87.7
108,0,197408,0.4,63.6,-1.01,1.47,-1.09,-0.01,67,76,-0.58,0.35,-0.55,0.45,1.53,2.48,0.65,48.4,78.8
107,0,197408,1.53,69.2,-3.52,-3.52,-1.4,-3.52,264,45,-0.79,-0.5,-0.86,-1.78,-1.57,-1.84,0.23,54.3,84.2
101,0,197408,3.8,67.4,1.93,1.93,0.11,1.86,187,13,0.06,-0.22,-0.11,0.5,1.25,0.75,1.5,56.2,78.7
105,0,197409,0.61,54,-1.28,1.06,-1.96,-0.75,20,292,-1.66,-0.61,-1,-1.13,-1.18,-0.69,-0.39,38.3,69.8
106,0,197409,5.54,67.7,4.22,4.22,4.34,4.22,190,38,1.92,3.09,1.89,1.13,0.9,1.14,3.09,57.2,78.1
108,0,197409,0.22,58.8,-1.77,-1.77,-2.59,-1.77,38,127,-2.05,-2.21,-1.09,-1.26,0.75,2.06,0.38,41.9,75.7
102,0,197409,1.75,54.5,-0.58,1.43,-1.72,0.47,7,268,-1.4,-0.38,-0.84,-0.21,-0.27,0.1,0.95,42.2,66.8
104,0,197409,5.3,71.8,2.11,2.11,2.17,2.11,257,21,0.64,1.1,0.65,0.74,0.52,0.47,1.52,62,81.6
109,0,197409,0.02,68.6,-1.57,-1.57,-1.77,-1.57,177,16,-3.09,-1.5,-0.65,-1.46,-0.1,0.63,0.84,52.1,85.1
103,0,197409,3.99,61.9,3.51,3.51,1.99,3.51,38,147,0.51,1.44,0.31,0.87,1.14,1.86,2.65,51.2,72.5
101,0,197409,5.1,57.9,2.59,2.59,2.56,2.59,32,131,1.04,0.83,0.55,0.65,0.67,1.01,1.73,47.6,68.1
107,0,197409,1.32,62.6,-0.01,-3.17,-0.02,-3.12,179,150,-0.06,-0.61,-0.41,-1.61,-1.37,-1.63,0.08,47.9,77.3
105,0,197410,1.12,47.6,-1.36,0.74,-0.64,-1.18,4,481,-0.18,-1.24,-0.64,-1.31,-1.25,-0.76,-0.51,32.8,62.5
107,0,197410,2.45,54,1.17,-1.67,3.5,-0.17,69,309,1.67,1.32,0.76,-0.24,-0.94,-0.62,-0.21,41.4,66.6
109,0,197410,1.73,56.7,-0.94,-0.94,1.4,-0.14,28,153,1.01,0.37,0.18,-0.82,-0.27,0.69,0.79,43.5,69.9
103,0,197410,1.93,53.8,3.07,3.07,-0.22,2.93,6,383,-0.75,-0.25,0.69,0.57,0.44,1.39,2.61,40.8,66.8
102,0,197410,1.99,47.4,-0.77,1.03,-0.75,-0.22,1,523,-0.32,-1.23,-0.52,-0.51,-0.38,-0.15,0.88,36.1,58.8
101,0,197410,1.64,44.4,2,2,-0.95,1.54,0,522,-1.54,-0.19,-0.18,0.08,0.09,0.74,1.5,33,55.8
106,0,197410,3.62,63.1,4.44,4.44,1.95,4.44,105,90,0.73,1.46,2.25,1.27,0.77,1.01,3.09,51,75.3
104,0,197410,1.04,60.5,1.39,1.39,-1.53,0.62,89,173,-1.72,-0.57,0.05,0.24,-0.13,0.34,1.21,46.3,74.7
108,0,197410,1.15,47,-2.35,-2.35,-2.29,-2.35,0,451,-1.2,-1.89,-2,-1.96,-0.43,1.73,0.31,33,61
108,0,197411,3.61,37.3,-2.76,-2.76,-1.96,-2.76,0,677,-0.35,-0.95,-1.33,-1.46,-0.76,0.5,0.37,29.5,45
107,0,197411,0.65,40.8,0.85,-1.7,-0.59,-0.44,5,635,-0.33,1.24,0.96,0.22,-0.65,-0.75,-0.46,28,53.6
106,0,197411,3.46,51.3,4.88,4.88,2.69,4.88,17,340,0.92,0.99,1.64,1.68,1.19,1.13,3.09,40.1,62.4
102,0,197411,1.81,33.9,-0.96,0.66,-0.8,-0.85,0,861,0.1,-0.26,-1.04,-0.88,-0.37,-0.22,0.86,26.2,41.6
109,0,197411,0.82,45.6,-1.48,-1.48,-1.91,-1.48,0,382,-0.86,-0.13,-0.48,-0.67,-0.16,-0.17,0.46,34.2,56.9
105,0,197411,0.61,32.4,-1.59,-1.59,-1.12,-1.59,0,927,-0.84,-0.73,-1.46,-1.84,-1.22,-1.13,-0.55,21.9,42.8
103,0,197411,3.64,43.8,3.13,3.13,1.11,3.13,0,667,0.43,-0.23,0,0.13,0.6,0.99,2.09,34.3,53.2
101,0,197411,3.43,38.3,1.78,1.78,-0.05,1.24,0,681,-0.03,-1.06,-0.23,-0.28,0.24,0.93,1.15,29.6,46.9
104,0,197411,2.42,53.5,1.13,1.13,-0.33,0.19,44,326,-0.27,-1.46,-0.6,-0.18,-0.19,0.36,0.91,40.6,66.3
104,0,197412,4.4,47.1,1.45,1.45,1.3,1.03,24,514,0.55,0.14,-0.75,-0.11,0.21,0.14,0.99,36.7,57.6
106,0,197412,2.55,43.1,5.13,5.13,2.26,5.13,4,573,0.19,0.71,0.84,1.78,1.34,1.14,2.42,32,54.2
103,0,197412,3.14,34,3.04,3.04,0.7,3.04,0,999,0.06,0.32,-0.2,-0.05,0.52,0.83,2.06,26.6,41.4
107,0,197412,0.74,30.3,0.56,-1.72,-0.6,-0.69,0,974,-0.41,-0.58,0.8,0.26,-0.62,-0.7,-0.63,18,42.6
105,0,197412,0.62,23.6,-1.82,-1.82,-1.16,-1.82,0,1260,-0.71,-1.1,-0.99,-1.31,-1.32,-1.36,-0.65,13.3,33.9
109,0,197412,2.43,37.3,-1.63,-1.63,-0.9,-1.63,0,609,0.06,-0.5,-0.15,-0.29,-0.8,-0.24,0.49,27.8,46.8
101,0,197412,3.81,28.9,1.84,1.84,0.73,1.55,0,975,0.46,0.26,-0.6,-0.13,0.16,0.23,0.94,21.6,36.2
102,0,197412,1.12,23.4,-1.08,-1.08,-0.65,-1.08,0,1220,-0.26,-0.11,-0.31,-0.86,-0.38,-0.41,0.62,16.2,30.6
