StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      101,      00,   197109,   3.72,   62.9,   -.08,   -.08,   -.23,    .76,     86,     53,    .14,    .81,    .77,   -.48,   -.27,     .1,    .12,   53.4,   72.4,
      104,      00,   197109,   4.07,   74.4,   1.74,   1.74,    .12,   1.73,    298,      6,    -.1,    .27,    .68,    .29,    .58,    .51,    .04,   64.5,   84.2,
      102,      00,   197109,      3,   60.8,  -1.62,  -1.62,  -1.06,  -1.62,     54,    118,   -.18,  -1.01,   -.89,  -1.37,   -.98,   -.11,   -.17,   49.5,   72.2,
      102,      00,   197110,   3.86,   52.8,    .47,   -.98,   1.42,   -.19,     15,    321,   1.47,    .75,      0,   -.36,   -.47,   -.21,   -.15,     43,   62.6,
      108,      00,   197110,   2.27,   43.6,   2.31,   2.31,   -.07,   2.22,      0,    544,   -.16,    .42,    .31,    .44,     .7,   1.42,   1.03,   32.8,   54.4,
      109,      00,   197110,    .59,     52,   2.12,   2.12,   -.54,   1.79,      9,    240,   -.59,   -.54,   -.36,    .62,   -.48,    .38,     .2,   38.5,   65.5,
      105,      00,   197110,   2.57,   43.9,   3.05,   3.05,   4.15,   3.05,      4,    546,   1.93,   1.49,    .78,    .13,    .38,    .72,    .21,   32.2,   55.5,
      101,      00,   197110,   2.92,   54.3,   -.51,   -.51,  -1.31,   -.51,     16,    246,   -.27,   -.25,    .35,   -.12,   -.18,   -.12,    .19,   43.9,   64.7,
      103,      00,   197110,   2.08,   61.7,  -1.21,  -1.21,  -1.95,  -1.01,     50,    174,    -.6,   -.19,   -.56,   -.36,     -1,  -1.28,   -.67,   50.1,   73.3,
      106,      00,   197110,   3.34,   65.6,   1.58,   1.58,    .76,   1.58,    158,     55,    .57,    .92,   1.25,    .77,    .03,   -.74,   -.66,   53.9,   77.3,
      107,      00,   197110,   1.88,   50.2,   1.49,   -.85,   2.57,   1.15,     26,    408,   1.11,   1.02,   1.35,    .48,   -.19,   -.52,   -.79,     37,   63.4,
      104,      00,   197110,   4.97,   67.7,    2.3,    2.3,   2.22,    2.3,    180,     63,   1.26,    .73,    .96,    .97,   1.06,    .56,    .33,   57.7,   77.7,
      107,      00,   197111,    .81,   39.8,   1.35,   -.75,    .03,   1.14,      3,    668,    .03,    .85,    .83,    .48,    -.1,   -.55,   -.78,   27.1,   52.5,
      106,      00,   197111,   1.86,   52.4,   1.18,   1.18,   -.71,    .74,     24,    309,   -.39,    .12,    .58,     .8,   -.15,   -.58,   -.66,   40.3,   64.5,
      105,      00,   197111,    .98,   31.1,   3.01,   3.01,    .83,   3.01,      0,    953,    .14,   1.77,   1.37,    .02,    .28,    .56,    .42,   21.4,   40.7,
      109,      00,   197111,   1.66,   43.4,    1.8,    1.8,   -.31,   1.28,      0,    441,      0,   -.37,   -.36,   -.22,    .16,   -.38,    .32,     32,   54.8,
      103,      00,   197111,   1.97,   43.5,  -1.84,  -1.84,  -2.28,  -1.84,      0,    681,   -.93,  -1.17,   -.65,   -.69,  -1.44,  -1.29,   -.69,   33.2,   53.9,
      102,      00,   197111,   2.45,   32.8,    .82,    .82,   1.17,    .82,      0,    894,    .83,   1.64,    .98,    .07,   -.63,    -.2,    .14,   25.1,   40.5,
      104,      00,   197111,   2.54,   53.4,   2.15,   2.15,    .25,   2.15,     50,    331,   -.17,    .75,    .46,    .72,    .78,    .69,    .31,   41.4,   65.4,
      101,      00,   197111,    3.8,   35.8,   -.33,   -.33,    .39,    .35,      0,    753,    .26,   -.07,   -.11,   -.12,   -.61,   -.17,      0,   27.6,     44,
      108,      00,   197111,    4.6,     35,   2.21,   2.21,    .39,   2.21,      0,    731,    .19,   -.07,    .26,    .41,    .86,   1.25,   1.41,   27.8,   42.2,
      107,      00,   197112,   1.43,   30.5,   1.66,   1.66,   1.35,   1.66,      0,    970,    .85,    .54,   1.05,   1.01,    .54,   -.19,   -.57,   19.8,   41.2,
      102,      00,   197112,    2.1,   20.5,   1.56,   1.56,   2.49,   1.56,      0,   1228,   1.61,   1.41,   1.88,    .48,   -.27,    .02,    .27,   12.8,   28.3,
      105,      00,   197112,      1,   16.8,   3.08,   3.08,   1.13,   3.08,      0,   1391,    .52,    .35,   1.75,    .23,     .4,    .65,    .54,    6.8,   26.9,
      103,      00,   197112,   4.61,   40.3,    .21,  -1.44,    .62,  -1.07,      1,    822,   1.25,    .21,   -.22,   -.03,   -.65,    -.9,   -.53,   31.8,   48.7,
      104,      00,   197112,   3.92,     55,    1.9,    1.9,   -.11,   1.78,     71,    326,    .21,   -.04,    .66,    .95,    .61,    .85,    .34,   45.1,   64.9,
      106,      00,   197112,   4.24,   47.9,   1.74,   1.74,   2.05,   1.74,     22,    417,   1.64,    .76,    .76,   1.64,     .6,    .01,   -.41,   38.3,   57.5,
      108,      00,   197112,   5.97,   26.2,   2.54,   2.54,    1.7,   2.54,      0,    993,    .79,    .59,    .43,    .59,    .68,   1.25,   1.51,   19.6,   32.8,
      109,      00,   197112,   3.74,   33.5,   2.19,   2.19,   1.72,   2.19,      0,    714,    .83,    .53,     .3,    .34,    .61,   -.38,     .3,   24.3,   42.6,
      101,      00,   197112,   3.06,     29,   -.44,   -.44,   -.44,   -.44,      0,    923,   -.18,    .05,   -.18,    .29,   -.48,    -.3,   -.38,     20,     38,
      106,      00,   197201,   2.39,   42.9,    1.9,    1.9,   1.02,    1.9,     18,    577,    .26,   1.33,    .68,   1.37,   1.01,     .3,   -.22,   30.4,   55.3,
      103,      00,   197201,   2.85,   30.2,    .23,  -1.25,    .14,   -.75,      0,   1152,    .05,    .75,    .08,   -.33,   -.24,   -.76,   -.23,   20.2,   40.3,
      108,      00,   197201,   6.07,     26,   2.95,   2.95,      2,   2.95,      0,   1022,    .98,   1.08,    .92,    .98,      1,   1.14,   1.15,   18.7,   33.4,
      101,      00,   197201,   2.29,   23.3,   -.79,   -.79,  -1.19,   -.79,      0,   1110,    -.7,   -.68,   -.34,   -.01,   -.32,   -.31,    -.2,   13.4,   33.3,
      107,      00,   197201,     .3,   32.9,   -.55,    .94,  -1.66,    .03,      0,    922,  -1.64,   -.18,   -.18,    .82,     .2,   -.25,   -.59,     19,   46.7,
      109,      00,   197201,   1.25,   35.2,    -.5,   1.46,  -1.49,    .73,      0,    661,   -.96,   -.04,   -.15,   -.26,    .07,   -.55,   -.43,   24.6,   45.8,
      102,      00,   197201,    .95,    8.9,   1.42,   1.42,    .05,   1.37,      0,   1593,   -.24,    .91,   1.06,    .48,    .07,   -.09,    .31,   -1.4,   19.2,
      105,      00,   197201,   1.32,   11.9,   3.55,   3.55,   2.38,   3.55,      0,   1573,   1.44,   1.26,    .95,   1.12,    .41,    .61,    .63,    1.4,   22.4,
      104,      00,   197201,    5.3,   50.3,    2.2,    2.2,    1.5,    2.2,     64,    454,   1.05,     .8,     .5,    .95,   1.07,   1.16,    .58,   39.7,   60.9,
      109,      00,   197202,   1.34,   42.6,     -1,    .76,  -1.65,   -.72,      0,    435,   -.76,  -1.29,   -.51,   -.69,   -.63,   -.39,   -.39,   30.9,   54.3,
      101,      00,   197202,   4.04,   20.1,    .84,    .84,   2.53,    .84,      0,   1100,   1.38,    .43,    .16,   -.01,   -.03,   -.45,   -.11,    9.9,   30.2,
      102,      00,   197202,     .8,   12.4,   1.18,   1.18,   -.29,    .89,      0,   1363,   -.52,   -.66,    .43,   1.01,    .18,    -.5,     .4,    1.8,     23,
      105,      00,   197202,    .88,   19.5,   3.73,   3.73,   1.62,   3.73,      0,   1228,    .43,   1.29,   1.29,   1.66,    .42,    .55,    .72,    8.7,   30.4,
      103,      00,   197202,   2.49,   31.5,   -.05,  -1.18,   -.16,    -.7,      0,   1008,   -.05,   -.11,     .6,   -.18,   -.33,  -1.03,   -.17,   21.3,   41.7,
      108,      00,   197202,   4.59,   31.6,   3.21,   3.21,   1.68,   3.21,      0,    773,     .8,   1.25,   1.34,   1.21,   1.25,   1.47,    1.4,   23.7,   39.5,
      106,      00,   197202,     .9,   46.6,   -.57,   1.14,  -1.71,    .26,     11,    439,  -1.59,   -.85,    .36,    .58,    .82,   -.04,   -.41,   32.9,   60.3,
      104,      00,   197202,   4.28,     46,   2.16,   2.16,    .57,   2.16,     25,    501,    .24,    .89,    .75,    .82,    .99,      1,    .67,   35.4,   56.5,
      107,      00,   197202,    .16,   38.4,  -1.41,  -1.41,  -2.73,  -1.41,      4,    661,  -2.39,  -2.82,  -1.11,   -.07,    -.2,   -.55,   -.68,     23,   53.8,
      109,      00,   197203,    .82,     51,  -1.91,  -1.91,  -3.05,  -1.91,     11,    313,  -1.21,  -1.36,  -1.71,  -1.04,  -1.02,   -.71,   -.56,   37.2,   64.7,
      108,      00,   197203,   4.64,   39.7,   3.35,   3.35,   1.42,   3.35,      0,    660,   1.11,    1.2,   1.56,   1.25,   1.34,   1.33,   1.65,   29.8,   49.5,
      107,      00,   197203,    .27,     48,  -2.63,  -2.63,  -4.12,  -2.63,     39,    472,  -2.11,  -2.91,  -3.09,   -.74,    -.3,   -.54,  -1.18,   31.6,   64.4,
      102,      00,   197203,   1.74,     26,   1.17,   1.17,    .34,    .98,      0,   1152,    .12,   -.25,   -.45,   1.58,    .28,   -.38,     .4,     16,     36,
      101,      00,   197203,    4.2,   29.3,    1.3,    1.3,   1.64,    1.3,      0,    941,    .74,   1.38,     .8,    .28,    .59,   -.18,    .05,   19.5,     39,
      103,      00,   197203,   3.27,   41.9,    -.3,  -1.31,   -.75,  -1.09,      1,    798,   -.34,   -.37,   -.36,    -.5,   -.25,   -.78,    -.2,   30.8,     53,
      104,      00,   197203,   4.16,   54.4,   1.73,   1.73,   -.65,   1.37,     51,    332,   -.23,   -.01,     .5,    .74,    .99,    .75,     .4,   41.9,   66.8,
      105,      00,   197203,   1.02,   33.6,   3.79,   3.79,   1.35,   3.79,      0,    920,   -.39,   -.11,    .81,   1.87,    .49,    .56,    .64,   21.7,   45.5,
      106,      00,   197203,   1.84,     57,  -1.13,  -1.13,  -1.85,  -1.13,     65,    231,    -.9,  -1.63,  -1.11,   -.08,    .78,    .07,   -.63,   42.9,   71.1,
      103,      00,   197204,   5.56,   52.9,    .84,    .84,   2.53,    .84,      4,    435,   1.26,    .62,     .5,    .31,   -.05,   -.05,   -.29,   41.2,   64.6,
      101,      00,   197204,   3.36,   40.1,   1.36,   1.36,    .57,   1.36,      0,    630,   -.02,    .49,   1.08,    .46,    .49,    .13,   -.04,   29.2,     51,
      104,      00,   197204,   2.21,     62,    .89,    .89,  -1.98,    -.4,     80,    142,  -1.12,   -.84,   -.51,   -.01,    .45,    .59,    .32,   49.1,   74.9,
      102,      00,   197204,   2.48,   40.1,   1.28,   1.28,     .7,   1.28,      0,    712,   -.02,   -.07,   -.25,    .51,    .29,   -.07,    .36,   29.5,   50.7,
      106,      00,   197204,   2.16,   64.9,  -1.62,  -1.62,  -1.83,  -1.62,    135,     66,   -.92,  -1.23,  -1.82,   -.59,    .27,    .11,   -.81,   51.4,   78.3,
      105,      00,   197204,   1.64,   41.3,   3.86,   3.86,   1.38,   3.86,      0,    651,    -.2,   -.43,   -.29,    .47,     .9,    .29,    .36,   29.5,     53,
      108,      00,   197204,   2.88,     40,   3.53,   3.53,   1.59,   3.53,      0,    643,     .6,   1.16,   1.28,   1.44,   1.47,   1.44,   1.72,   29.3,   50.7,
      107,      00,   197204,    .51,   50.9,  -3.29,  -3.29,   -2.8,  -3.29,     42,    394,   -1.3,  -2.42,  -3.09,  -1.99,   -.42,   -.77,  -1.32,     35,   66.7,
      109,      00,   197204,      1,   50.4,  -1.94,  -1.94,   -.69,  -1.94,     10,    319,   -.25,  -1.23,  -1.41,   -.95,  -1.04,    -.7,    -.5,   37.2,   63.6,
      108,      00,   197205,   1.69,   51.9,    -.3,   2.87,    -.9,   2.46,      3,    315,   -.47,    .08,    .77,   1.57,   1.42,   1.44,   1.79,   38.6,   65.3,
      101,      00,   197205,   4.47,   56.1,   1.48,   1.48,    .79,   1.48,     16,    222,    .69,    .45,    .76,    .62,    .35,    .26,    .09,     44,   68.3,
      109,      00,   197205,    .41,   59.9,  -2.22,  -2.22,  -1.42,  -2.22,     42,    158,   -.92,   -.81,  -1.55,  -1.13,  -1.24,  -1.19,   -.48,     45,   74.8,
      107,      00,   197205,    .66,   58.4,  -3.88,  -3.88,  -2.78,  -3.88,    103,    225,   -.93,  -1.41,  -2.19,  -2.53,   -.96,   -.91,  -1.22,   42.4,   74.5,
      104,      00,   197205,   5.25,   67.6,   1.55,   1.55,   2.24,   1.21,    163,     56,   1.08,      0,   -.14,    .34,    .51,    .68,    .55,   56.6,   78.5,
      103,      00,   197205,   3.47,   63.4,    .39,    .39,  -1.11,    .39,     75,    147,   -.56,    .44,    .12,    .37,   -.08,   -.22,   -.36,   51.2,   75.6,
      102,      00,   197205,   3.27,   58.4,   -.26,    .89,   -.77,    .35,     40,    231,   -.15,   -.19,   -.19,    .04,    .69,    .06,    .12,   45.9,   70.9,
      105,      00,   197205,   3.26,   53.3,   4.17,   4.17,   2.12,   4.17,     30,    321,    .74,     .5,    .33,    .82,   1.42,    .51,    .49,   41.2,   65.3,
      106,      00,   197205,   4.07,   69.2,  -1.41,  -1.41,    .14,  -1.26,    209,     21,    .14,   -.49,   -.82,   -.37,   -.03,    .26,   -.68,   57.2,   81.2,
      104,      00,   197206,   6.55,     73,   2.54,   2.54,   3.45,   2.54,    268,     10,   1.22,   1.53,    .68,    .72,    .88,   1.11,     .8,   61.4,   84.6,
      105,      00,   197206,   2.48,   63.3,   3.52,   3.52,   -.67,    3.2,    124,    107,   -.49,    .15,    .06,    .24,   1.02,    .29,    .39,     50,   76.5,
      108,      00,   197206,   1.72,   58.4,   -.34,    2.5,   -.22,   1.94,     17,    199,    .11,   -.35,    .07,   1.42,   1.24,   1.31,   1.82,   45.4,   71.4,
      106,      00,   197206,   2.94,   77.9,  -1.45,  -1.45,   -.56,  -1.45,    424,      1,   -.48,   -.28,   -.67,  -1.12,   -.43,    .27,    -.7,   65.5,   90.3,
      109,      00,   197206,    .73,   68.3,  -2.23,  -2.23,   -.72,  -2.23,    129,     42,    .85,   -.23,   -.43,  -1.74,  -1.11,   -1.1,   -.52,     54,   82.7,
      107,      00,   197206,   1.47,   68.2,  -3.69,  -3.69,   -.62,  -3.69,    246,     63,   1.32,     .3,   -.39,  -2.04,   -.76,   -.42,  -1.07,   53.4,   83.1,
      102,      00,   197206,   2.98,   63.6,   -.72,   -.72,  -1.48,   -.72,     66,    110,   -.96,   -.85,   -.72,   -.84,    .39,   -.26,    .13,   50.8,   76.3,
      101,      00,   197206,   8.63,   61.9,   4.24,   4.24,   8.73,   4.24,     46,     76,   2.92,   2.46,   2.17,   2.32,   1.47,    1.7,    .78,   52.4,   71.4,
      103,      00,   197206,   3.39,   68.5,    .21,    .21,    -.4,   -.47,    121,     56,   -.71,   -.85,   -.03,    -.3,   -.44,   -.27,   -.59,   56.2,   80.9,
      105,      00,   197207,   2.46,   64.7,   4.05,   4.05,   2.68,   4.05,    152,     80,    .73,    .01,     .4,    .22,    .51,     .8,    .54,   50.8,   78.7,
      108,      00,   197207,    .69,   64.2,   -.48,   2.07,   -.51,   1.27,     72,     75,    .24,    .11,   -.31,    .98,   1.31,   1.33,   1.82,   48.9,   79.4,
      102,      00,   197207,   5.31,   67.5,   1.27,   1.27,   3.82,   1.27,    150,     32,   1.65,    .47,    .26,    .01,    .48,    .32,     .5,   56.4,   78.5,
      101,      00,   197207,   4.03,   68.9,   3.92,   3.92,    .35,   3.92,    222,      5,    .09,   2.27,   2.17,   2.58,   1.65,   1.55,    .86,   58.7,   79.1,
      109,      00,   197207,    .05,   75.1,  -2.59,  -2.59,  -1.77,  -2.59,    280,      1,  -1.76,    .14,    -.7,  -1.65,  -1.08,  -1.17,    -.6,   59.1,     91,
      107,      00,   197207,   1.43,   73.3,  -4.05,  -4.05,  -2.22,  -4.05,    365,     22,   -.83,    .23,   -.32,  -2.02,  -1.64,   -.53,   -1.2,   58.3,   88.2,
      103,      00,   197207,   4.65,     74,    .64,    .64,   1.34,    .64,    261,      4,    .61,   -.17,   -.49,   -.09,   -.12,   -.36,   -.42,   63.3,   84.6,
      106,      00,   197207,   3.52,     79,    .22,  -1.08,    .65,   -.65,    464,      0,    .35,   -.17,    -.1,  -1.07,   -.47,    .16,   -.46,   67.7,   90.4,
      104,      00,   197207,   4.68,   77.4,    2.1,    2.1,   -.53,   1.81,    394,      0,   -.81,    .34,    .78,    .08,    .32,    .69,    .72,   66.7,   88.2,
      108,      00,   197208,    .82,   65.4,   -.54,   1.75,   -.33,     .8,     87,     60,     .3,    .19,    .15,    .65,   1.45,   1.35,   1.84,     50,   80.9,
      106,      00,   197208,   3.27,     79,    .54,   -.63,   1.03,    .42,    485,      1,    .46,    .43,   -.03,   -.58,   -.29,   -.02,   -.33,   67.2,   90.8,
      104,      00,   197208,   3.98,   77.6,   1.46,   1.46,  -1.25,    .58,    393,      0,   -.97,   -1.2,   -.26,   -.34,    .14,    .36,    .39,   66.8,   88.4,
      101,      00,   197208,   2.77,   65.8,   3.07,   3.07,  -1.32,    2.5,    153,     21,  -1.13,   -.76,    1.7,   1.74,   1.44,   1.01,    .74,   54.7,   76.8,
      102,      00,   197208,   4.74,   67.2,   1.97,   1.97,   2.47,   1.97,    134,     44,   1.17,   1.85,   1.01,    .58,    .66,   1.15,   1.05,   56.6,   77.8,
      103,      00,   197208,    3.5,   73.1,    .64,    .64,    .22,    .64,    235,     12,   -.09,    .37,   -.26,   -.15,    .14,   -.21,   -.45,   62.1,     84,
      107,      00,   197208,   2.19,   70.1,    .13,   -3.5,     .4,  -3.29,    282,     31,    .35,   -.29,    .36,  -1.12,  -1.47,   -.71,   -1.1,   56.2,     84,
      109,      00,   197208,    .34,   72.4,  -2.58,  -2.58,   -.76,  -2.58,    239,      3,    .05,   -.87,    .02,  -1.47,  -1.12,  -1.24,   -.63,   57.2,   87.5,
      105,      00,   197208,   1.96,   67.1,   4.27,   4.27,   1.92,   4.27,    159,     52,    .47,    .76,    .17,    .29,    .61,   1.14,    .86,   53.1,   81.1,
      102,      00,   197209,    4.4,   57.6,   2.67,   2.67,   2.73,   2.67,     24,    188,    .93,   1.35,   1.77,    .95,    .78,   1.57,      1,   46.8,   68.4,
      105,      00,   197209,   1.22,   54.6,   3.82,   3.82,   -.04,   3.75,     39,    266,   -.42,   -.03,    .36,    .22,    .37,    .95,    .71,   40.9,   68.4,
      107,      00,   197209,    1.7,   63.2,    .46,  -2.79,   1.03,  -2.13,    170,    135,    .55,    .71,    .14,   -.19,   -1.5,   -.67,  -1.16,   49.7,   76.8,
      101,      00,   197209,   2.99,   60.2,   2.38,   2.38,  -1.14,   1.32,     53,     91,   -.45,  -1.16,   -.93,   1.13,   1.41,    .88,    .68,   49.1,   71.3,
      109,      00,   197209,    .87,   63.5,    .43,  -1.88,   1.29,  -1.27,    102,     50,    1.1,     .8,     .3,   -.29,  -1.76,  -1.08,    -.5,   49.7,   77.3,
      108,      00,   197209,   2.02,   52.8,     .5,   2.07,   1.51,   1.64,      4,    290,    .87,    .76,    .72,    .37,   1.56,   1.33,    1.9,   39.9,   65.6,
      106,      00,   197209,    3.7,   75.9,    .59,    .59,     .3,    .59,    402,      4,     .5,    .58,    .58,   -.12,    -.6,   -.16,   -.58,   64.7,     87,
      103,      00,   197209,   5.02,   68.7,   1.33,   1.33,   2.26,   1.33,    126,     56,   1.25,    .89,   1.02,    .55,    .22,    .02,   -.53,   58.2,   79.1,
      104,      00,   197209,   3.11,   74.5,    .68,    .68,  -1.91,     -1,    300,      8,    -.8,  -1.41,   -1.7,   -.57,   -.18,    .15,    .44,     63,     86,
      105,      00,   197210,   1.35,   42.4,   3.84,   3.84,   1.26,   3.84,      0,    646,    .23,   -.23,    .03,    .31,    .19,    .41,    .75,   29.8,   54.9,
      103,      00,   197210,   3.24,   52.6,   1.73,   1.73,   1.62,   1.73,      4,    427,    .34,    .98,     .8,    .09,    .35,    .29,   -.72,   42.6,   62.6,
      106,      00,   197210,   3.69,     63,   1.03,   1.03,    1.5,   1.03,    118,     94,    .77,    .76,     .8,    .45,   -.38,   -.06,   -.64,   51.5,   74.5,
      109,      00,   197210,   1.81,   53.7,   1.04,  -1.03,   1.97,    .45,     13,    204,    1.1,   1.42,   1.27,    .59,   -.86,   -.72,    -.3,   43.1,   64.4,
      101,      00,   197210,   3.57,   44.4,   2.31,   2.31,    .54,   1.44,      0,    530,    .19,   -.29,   -.74,   1.11,   1.52,   1.05,    .58,   34.3,   54.4,
      102,      00,   197210,   2.54,   43.6,   3.19,   3.19,   2.37,   3.19,      0,    622,    .25,     .8,   1.24,   1.08,    .83,   1.21,    .72,   33.8,   53.4,
      107,      00,   197210,   3.52,   52.9,   2.63,   2.63,   6.64,   2.63,     45,    338,   2.53,   2.51,   2.41,   1.71,    .24,    .12,   -.26,   42.1,   63.7,
      108,      00,   197210,   1.41,   45.6,   -.54,   1.32,  -1.62,    .28,      0,    517,   -.95,   -.33,   -.28,    -.5,     .7,   1.13,   1.74,   33.9,   57.2,
      104,      00,   197210,   3.19,   62.9,    .58,    .58,   -.09,  -1.03,    127,    151,    .12,   -.59,  -1.11,   -.15,   -.47,   -.16,    .25,   51.3,   74.4,
      103,      00,   197211,   5.24,   40.2,    2.9,    2.9,   4.04,    2.9,      0,    771,   1.53,   1.27,   1.61,   1.06,    .87,   1.01,    -.2,   33.5,     47,
      104,      00,   197211,   4.84,     53,   1.23,   1.23,   2.13,    .43,     53,    345,   1.31,    .96,     .3,    .02,   -.08,    .25,    .56,   42.8,   63.1,
      108,      00,   197211,   2.94,     36,  -1.29,  -1.29,  -2.42,  -1.29,      0,    700,   -.73,  -1.11,   -.84,   -.75,   -.23,    .75,   1.35,   29.5,   42.4,
      102,      00,   197211,   1.69,     31,   3.37,   3.37,   1.53,   3.37,      0,    952,   -.06,    .09,    .65,   1.18,    .85,    .93,    .53,   25.4,   36.5,
      109,      00,   197211,   3.04,   42.3,   1.61,   1.61,   2.02,   1.61,      0,    458,   1.04,   1.34,   1.53,   1.39,    .11,   -.38,   -.57,   33.2,   51.4,
      101,      00,   197211,   6.24,   34.5,   3.66,   3.66,   4.74,   3.66,      0,    793,   1.99,   1.34,    .88,   1.74,   1.88,   1.63,    .91,   27.7,   41.3,
      105,      00,   197211,    .83,   28.9,   3.54,   3.54,    .27,   3.54,      0,   1033,   -.23,   -.03,   -.33,   -.12,    .07,    .35,    .58,   20.7,     37,
      106,      00,   197211,   3.68,   46.3,   1.81,   1.81,   2.67,   1.81,      6,    472,   1.07,   1.11,   1.11,    .84,    .24,    .31,   -.27,   36.7,   55.9,
      107,      00,   197211,   1.36,   35.9,    3.2,    3.2,   2.53,    3.2,      0,    788,   1.03,   2.62,   2.46,   2.12,    .93,    .34,    -.1,   25.2,   46.6,
      103,      00,   197212,    4.6,     33,   3.47,   3.47,    2.6,   3.47,      0,   1038,   1.24,   1.78,   1.59,   1.86,   1.32,   1.01,     .1,   25.5,   40.5,
      104,      00,   197212,   5.47,   50.9,   1.86,   1.86,   2.27,   1.73,     41,    418,   1.22,   1.63,   1.34,    .04,    .38,    .55,   1.06,   40.9,   60.8,
      102,      00,   197212,   2.21,     14,   3.93,   3.93,   2.72,   3.93,      0,   1423,   1.79,    .83,    .71,   1.81,   1.14,    .97,    .71,    6.3,   21.7,
      109,      00,   197212,    2.1,   33.6,    1.5,    1.5,    .16,    1.5,      0,    671,   -.17,    .41,     .7,    .73,    .47,   -.81,   -.93,     24,   43.2,
      108,      00,   197212,   5.78,   23.8,   -.99,   -.99,    .49,   -.62,      0,   1042,    .69,   -.07,   -.48,   -.23,   -.17,    .72,   1.37,   16.7,   30.9,
      107,      00,   197212,   1.26,     29,   3.47,   3.47,   1.79,   3.47,      0,   1023,    .58,    .97,   2.67,    1.9,   1.43,    .24,    .02,   17.1,     41,
      106,      00,   197212,   2.58,   40.4,   2.19,   2.19,   1.69,   2.19,      3,    649,    .22,    .85,    .97,   1.11,    .46,   -.02,   -.01,   29.2,   51.6,
      105,      00,   197212,   1.17,   13.5,   3.67,   3.67,   1.49,   3.67,      0,   1541,    .98,    .39,    .38,    .41,    .27,    .42,    .75,      4,   22.9,
      101,      00,   197212,    5.4,   27.6,   4.35,   4.35,   3.23,   4.35,      0,    969,   1.61,   2.29,   1.79,    .92,   1.82,      2,   1.14,   20.3,   34.9,
      101,      00,   197301,   3.15,   24.7,   3.96,   3.96,    .18,   3.96,      0,   1092,    .19,   1.27,   2.02,    .98,   1.97,   2.17,   1.22,   15.3,     34,
      105,      00,   197301,    .63,   18.1,    3.3,    3.3,    .01,   3.24,      0,   1417,   -.79,    .26,    .02,      0,    .27,    .15,    .51,    8.1,   28.2,
      106,      00,   197301,   3.16,   38.3,   2.85,   2.85,   2.67,   2.85,      3,    733,      1,    .75,   1.14,    1.3,    .99,    .14,    .29,   28.3,   48.4,
      108,      00,   197301,   3.61,   26.2,  -1.27,  -1.27,  -1.13,  -1.27,      0,    981,   -.49,    .17,   -.33,   -.45,   -.51,    .18,    .91,   18.9,   33.5,
      104,      00,   197301,   4.71,   44.9,   2.08,   2.08,   1.23,   2.08,     33,    575,    .69,    1.2,   1.57,    .55,    .88,    .44,    1.2,   34.4,   55.5,
      107,      00,   197301,    .85,   27.1,   3.48,   3.48,   1.11,   3.48,      0,   1046,   -.04,    .29,    .73,   2.13,   1.68,    .51,    .16,   15.5,   38.7,
      102,      00,   197301,   1.12,   17.6,   3.67,   3.67,    .44,   3.67,      0,   1349,    .15,   1.28,    .67,   1.33,   1.22,    .97,    .63,    8.8,   26.4,
      109,      00,   197301,   4.11,   34.7,   2.21,   2.21,    2.6,   2.21,      0,    666,    .79,    .43,    .72,   1.03,    .84,   -.08,   -.52,   25.2,   44.3,
      103,      00,   197301,    2.6,     31,   3.05,   3.05,   -.19,   2.92,      0,   1084,   -.14,    .62,   1.28,   1.38,    .81,    .91,    .12,   22.2,   39.7,
      108,      00,   197302,   1.48,   32.9,  -2.16,  -2.16,  -3.07,  -2.16,      0,    717,   -1.5,  -1.34,    -.6,   -.94,   -.89,   -.49,    .67,   24.2,   41.7,
      107,      00,   197302,   1.16,   33.7,   3.86,   3.86,   2.21,   3.86,      2,    782,    .49,     .2,    .41,   2.08,   1.91,     .9,    .25,   22.4,   44.9,
      104,      00,   197302,   4.18,   44.5,   2.06,   2.06,    .58,   2.06,     13,    535,    .17,    .56,   1.07,    .91,    .64,    .45,   1.02,   32.5,   56.4,
      102,      00,   197302,     .9,   19.8,   3.28,   3.28,   -.05,    3.2,      0,   1209,   -.25,   -.21,    .91,    .88,    1.4,   1.02,    .35,   10.7,   28.9,
      106,      00,   197302,   2.32,   43.5,   2.82,   2.82,    .79,   2.82,      3,    529,    .15,    .79,    .64,    1.2,      1,    .43,    .28,   32.3,   54.7,
      109,      00,   197302,   3.72,   41.1,   2.75,   2.75,   2.32,   2.75,      0,    468,    .77,    .95,    .68,   1.23,   1.18,    .51,    .05,   32.2,   49.9,
      101,      00,   197302,   2.65,   21.8,   3.51,   3.51,   -.14,    3.4,      0,   1057,    .01,    .05,   1.09,   1.31,   1.92,   1.96,    .98,   11.6,     32,
      103,      00,   197302,   1.98,   32.7,   2.42,   2.42,   -.94,   1.86,      0,    946,   -.62,   -.62,    .23,   1.32,    .93,    .81,   -.15,   23.4,   42.1,
      105,      00,   197302,     .4,   23.4,   2.78,   2.78,   -.54,   2.45,      0,   1131,   -2.2,  -1.79,   -.61,   -.56,   -.27,   -.06,    .33,   12.2,   34.7,
