StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      102,      00,   196204,   1.81,   41.7,   1.23,   1.23,   -.97,    .33,      0,    634,   -.93,   -1.2,    -.4,   -.26,    .45,    -.2,   -.25,   30.2,   53.2,
      104,      00,   196204,   4.44,   59.7,   1.29,   1.29,   1.34,   1.29,     55,    176,    .63,    .51,    .29,    .87,    .34,    .28,    .41,   47.2,   72.3,
      108,      00,   196204,    2.3,     46,    .03,    -.8,   -.56,   -.48,      0,    478,    -.1,    .14,   -.09,   -.65,   -.43,   -.51,   -.01,   33.1,   58.9,
      109,      00,   196204,    .38,   55.4,   -.79,   -.79,  -2.36,   -.79,     25,    234,  -1.55,    -.7,    .79,    .08,    .09,    .04,   -.75,   40.5,   70.3,
      103,      00,   196204,   2.55,     51,   -.48,   2.48,  -1.44,   1.84,      1,    451,  -1.19,   -.81,    .14,    .66,     .5,    .91,     .2,   39.1,   62.9,
      107,      00,   196204,    .62,   53.1,   -.53,   1.04,  -1.59,    .19,     66,    337,   -.83,  -1.02,   -.29,    .18,    .72,    .39,   -.37,   37.5,   68.7,
      102,      00,   196205,   4.87,   59.6,   1.73,   1.73,   1.89,   1.59,     69,    187,   1.29,    .45,    .07,    .42,   1.34,    .55,   -.23,   48.6,   70.6,
      105,      00,   196205,   4.86,   53.7,   1.57,   1.57,   4.72,   1.57,     67,    288,   2.15,   1.24,   1.12,   1.28,    1.5,    .25,   -.78,   42.3,     65,
      104,      00,   196205,   1.97,   73.7,  -1.23,  -1.23,  -3.69,  -1.23,    281,     12,  -1.61,   -.57,   -.27,    .48,   -.34,   -.12,    .25,   60.1,   87.3,
      103,      00,   196205,   3.71,   69.7,   -1.1,   1.55,  -2.01,    .08,    171,     68,   -.38,     -1,   -.84,    .26,    .41,    .54,    .11,   57.2,   82.2,
      107,      00,   196205,    .74,   58.4,   -.73,    .68,   -.78,   -.56,     83,    214,   -.72,  -1.06,  -1.19,   -.12,    .28,    .37,   -.31,   42.5,   74.2,
      108,      00,   196205,   3.08,   47.8,    .75,    .75,   2.18,    .75,      0,    463,   1.01,    .69,     .6,   -.47,   -.26,   -.42,   -.04,   37.7,   57.8,
      101,      00,   196205,   2.16,   56.9,  -2.06,  -2.06,  -2.62,  -2.06,     30,    199,  -1.36,   -.48,  -1.11,   -.91,  -1.28,  -1.12,   -.82,   44.7,   69.1,
      109,      00,   196205,   1.15,   55.8,   -.48,   -.48,    .67,   -.48,     19,    248,    .58,   -.65,   -.47,     .1,    .02,    .11,   -.69,   43.2,   68.4,
      106,      00,   196205,   1.91,   74.5,  -1.83,      1,  -4.05,  -1.35,    324,      2,  -1.93,  -1.49,  -1.76,  -1.01,   -.39,     .3,    .79,   61.4,   87.6,
      102,      00,   196206,   3.17,   64.4,   1.13,   1.13,  -1.28,    .35,     96,     76,   -.78,    .31,   -.14,    -.1,    .06,    .68,   -.35,   52.9,     76,
      105,      00,   196206,   3.54,   61.4,      2,      2,   1.78,      2,     97,    137,     .7,   2.06,   1.28,   1.45,   1.09,   1.14,   -.47,   49.1,   73.6,
      103,      00,   196206,   3.72,   71.4,  -1.18,    1.2,   -.59,   -.46,    191,     19,   -.42,   -.58,   -.99,   -.08,    .04,    .41,   -.07,     60,   82.8,
      108,      00,   196206,     .9,   56.8,    .24,    .24,  -1.31,   -.44,     12,    219,  -1.14,    .15,    .06,   -.83,   -.48,   -.45,      0,   42.5,   71.1,
      104,      00,   196206,   6.46,   75.5,    .62,    .62,   1.86,    .62,    323,      2,   1.16,   -.16,    .22,    .31,    .34,   -.05,    .51,   64.9,   86.1,
      106,      00,   196206,   5.16,   76.7,  -1.09,   1.44,   1.65,   -.21,    394,      1,   1.26,   -.25,   -.27,   -.64,   -.17,    .29,   1.02,   65.4,     88,
      109,      00,   196206,    .29,   66.3,   -.57,   -.57,    -.4,   -.57,     93,     72,   -.34,    .23,   -.78,    .26,      0,    .12,   -.65,   50.9,   81.7,
      107,      00,   196206,    .95,   66.5,   -.58,    .69,    .25,    -.4,    208,     91,    .24,    -.4,   -.81,   -.26,   -.04,    .44,   -.26,   50.5,   82.5,
      101,      00,   196206,   3.01,   64.7,  -2.41,  -2.41,  -1.68,  -2.41,    106,     32,   -.78,  -1.62,   -.85,   -1.1,  -1.23,  -1.34,   -.97,   52.8,   76.6,
      106,      00,   196207,   2.91,   81.6,  -1.14,   1.14,   -.48,    -.6,    552,      0,   -.28,    .76,   -.36,    -.8,    .03,   -.08,    .87,   69.7,   93.5,
      109,      00,   196207,    .25,   72.3,   -.64,   -.64,    -.4,   -.64,    189,     13,   -.25,    -.5,    .12,    .75,    .09,     .1,   -.67,   56.4,   88.1,
      105,      00,   196207,   3.41,   65.5,   3.54,   3.54,   5.23,   3.54,    159,     73,   1.76,   1.61,   2.52,   2.04,   1.83,   1.76,    .22,   52.3,   78.6,
      103,      00,   196207,   4.31,   73.9,   -.87,   1.26,    .57,   -.14,    245,      8,    .29,   -.18,    -.4,   -.27,    .19,    .12,    .02,   62.6,   85.2,
      107,      00,   196207,   1.86,   71.8,   -.32,    .82,     .6,   -.01,    324,     24,      0,     .1,   -.34,    -.5,   -.04,    .49,   -.26,   57.2,   86.4,
      108,      00,   196207,    .41,   63.1,    .04,    .04,   -.53,   -.57,     52,    104,   -.58,   -1.3,   -.07,   -.17,    -.7,   -.47,    .03,   47.5,   78.6,
      104,      00,   196207,   4.92,   78.7,   -.41,   -.41,  -1.24,   -.41,    424,      1,   -.58,    .41,   -.48,   -.14,    .49,    .04,    .28,   67.6,   89.7,
      101,      00,   196207,   3.39,   65.5,  -2.36,  -2.36,   -.59,  -2.36,    135,     21,   -.61,   -.94,  -1.53,  -1.22,  -1.17,  -1.54,  -1.23,   53.8,   77.3,
      102,      00,   196207,   4.63,   66.7,   1.96,   1.96,   2.83,   1.96,    121,     43,   1.09,    .14,    .84,    .41,    .42,    .81,    .06,   55.6,   77.7,
      107,      00,   196208,    .58,     72,  -1.73,  -1.73,  -4.33,  -1.73,    342,     28,  -2.35,  -1.78,  -1.53,  -1.97,   -.98,   -.38,   -.33,   55.8,   88.2,
      106,      00,   196208,    2.1,     82,  -1.57,  -1.57,  -1.66,  -1.57,    571,      0,    -.9,    -.8,    .19,   -.89,   -.64,   -.23,    .57,   68.3,   95.6,
      109,      00,   196208,    .19,   72.1,   -.81,   -.81,    -.7,   -.81,    234,      5,   -.61,   -.65,   -.81,   -.71,      0,   -.07,   -.64,   56.1,     88,
      105,      00,   196208,   1.69,     66,   3.99,   3.99,   2.45,   3.99,    161,     66,   -.01,   1.43,   1.42,   1.69,   1.81,   1.94,    .01,   51.1,   80.9,
      104,      00,   196208,   4.11,   77.9,   -.96,   -.96,  -1.77,   -.96,    405,      0,   -.85,  -1.01,   -.14,   -.35,    .31,    -.4,    .12,   66.7,   89.2,
      102,      00,   196208,   3.89,   67.2,   2.06,   2.06,     .9,   2.06,    138,     42,    .39,    .96,    .28,    .19,    .41,   1.24,   -.04,     55,   79.5,
      101,      00,   196208,   3.67,   66.1,  -2.29,  -2.29,   -.54,  -2.29,    139,     24,   -.06,   -.58,   -.91,  -1.41,  -1.26,  -1.43,  -1.09,   54.8,   77.3,
      108,      00,   196208,    1.2,   61.8,     .3,     .3,     .8,     .3,     41,    112,    .85,    .33,   -.58,    .17,   -.62,    -.4,    .01,   47.7,     76,
      103,      00,   196208,   2.34,   73.8,  -1.49,  -1.49,  -2.12,  -1.49,    252,      9,  -1.49,   -.81,   -.84,  -1.17,   -.25,   -.03,   -.08,   60.8,   86.8,
      103,      00,   196209,   4.08,   64.2,   -.91,   -.91,   1.28,   -.14,     60,    115,    .58,   -.36,   -.18,   -.94,   -.21,   -.05,    .22,   52.9,   75.4,
      101,      00,   196209,   3.81,   56.5,  -1.96,  -1.96,    .29,  -1.77,     15,    175,     .2,    .06,   -.35,   -.87,   -1.1,   -1.2,  -1.33,     46,   67.1,
      104,      00,   196209,   4.91,   72.3,   -.75,   -.75,    .33,   -.75,    256,     20,    .42,   -.32,   -.62,   -.29,   -.06,    .03,   -.09,   61.3,   83.3,
      105,      00,   196209,   1.15,   55.6,   3.57,   3.57,   -.03,    3.5,     26,    260,   -.54,   -.43,    .84,   1.38,   1.53,   1.25,     .1,   40.8,   70.4,
      109,      00,   196209,     .3,   67.1,   -.96,   -.96,   -.71,   -.96,    130,     33,   -.24,    -.7,   -.75,  -1.14,    .15,   -.08,   -.65,   51.2,     83,
      108,      00,   196209,   1.46,   57.9,    .27,    .27,    .02,    .27,     20,    179,    .22,    .59,    .32,    .12,   -.73,   -.42,    .12,   42.9,   72.9,
      102,      00,   196209,   2.93,   56.2,   1.94,   1.94,    .28,   1.94,     10,    236,   -.24,    .07,     .6,    .29,    .32,    .43,   -.03,   44.8,   67.6,
      107,      00,   196209,   1.78,   64.9,  -1.19,  -1.19,   1.07,    -.6,    202,    112,    .67,  -1.32,  -1.01,  -1.35,   -.85,   -.53,   -.14,   50.7,   79.1,
      106,      00,   196209,   4.46,   73.9,   -.88,   -.88,   1.58,    .02,    348,     10,   1.11,    .31,    .04,   -.18,    -.5,   -.13,    .89,   62.7,   85.1,
      107,      00,   196210,    .97,   54.9,   -1.3,   -1.3,    -.7,   -.99,     66,    283,   -.08,    .34,  -1.07,  -1.04,  -1.06,   -.59,   -.49,   40.2,   69.6,
      101,      00,   196210,   4.29,   48.7,   -1.4,   -1.4,   1.09,   -.66,      2,    403,    .63,    .49,    .34,   -.74,   -.74,   -.77,     -1,   38.6,   58.7,
      108,      00,   196210,   4.04,   47.2,    .92,    .92,   2.01,    .92,      0,    448,   1.25,   1.11,   1.27,    .91,    .48,   -.23,    .36,   36.3,     58,
      105,      00,   196210,   1.22,   48.3,   3.17,   3.17,   -.11,      3,      3,    469,      0,   -.45,   -.41,   1.74,   1.42,   1.28,    .22,   35.1,   61.6,
      109,      00,   196210,   2.62,   57.2,   1.11,   1.11,   3.33,   1.11,     27,    163,   1.94,   1.67,   1.36,   1.13,   1.04,    .35,   -.28,   43.8,   70.6,
      104,      00,   196210,   2.05,   64.9,  -1.27,  -1.27,  -1.78,  -1.27,    135,    101,   -.77,   -.25,   -.75,   -.86,    -.5,    .14,   -.15,   52.3,   77.4,
      106,      00,   196210,   2.57,   66.7,     -1,     -1,   -.62,   -.38,    187,     48,    .07,    .61,    .17,   -.19,   -.56,    .04,    .52,   54.6,   78.7,
      103,      00,   196210,   3.24,   57.7,   -.77,   -.77,    .14,     .1,     19,    280,    .34,    .49,   -.17,   -.47,   -.36,    .12,    .32,   46.4,     69,
      102,      00,   196210,   1.95,   49.8,   -.13,   1.61,   -.39,   1.36,      3,    437,   -.37,   -.47,   -.15,     .4,    .18,    .23,   -.05,   39.5,   60.1,
      102,      00,   196211,    .57,   34.8,   -.78,    .78,  -1.98,   -.45,      0,    871,  -1.75,  -1.38,  -1.11,    -.6,   -.45,   -.25,   -.29,   26.6,   42.9,
      108,      00,   196211,   5.38,     38,   1.44,   1.44,   1.85,   1.44,      0,    656,    .58,   1.14,    1.1,     .7,    .89,    .04,    .15,     30,   45.9,
      109,      00,   196211,    .94,   47.6,    -.6,    -.6,   -1.8,    -.6,      1,    345,   -.72,    .58,    .47,    .17,   -.32,    .06,   -.76,   35.2,   59.9,
      106,      00,   196211,   1.91,   51.6,  -1.29,  -1.29,  -1.19,  -1.17,     17,    339,   -.34,   -.26,    .31,     .3,   -.51,   -.41,    .58,   39.9,   63.3,
      107,      00,   196211,    .75,   44.3,  -1.55,  -1.55,  -1.15,  -1.55,     15,    539,    -.1,   -.24,    .19,   -.83,  -1.34,   -.74,   -.47,   30.5,     58,
      105,      00,   196211,    .81,   35.7,   2.65,   2.65,   -.58,    2.2,      0,    849,   -.29,   -.26,   -.55,    .79,   1.15,   1.27,    .18,   24.9,   46.5,
      103,      00,   196211,   2.29,   42.3,  -1.08,  -1.08,  -1.19,   -.76,      0,    710,   -.65,   -.25,    .02,   -.51,   -.91,   -.18,    .31,   32.5,     52,
      104,      00,   196211,   4.51,   51.2,    .49,   -.65,   1.47,    .31,     22,    386,   1.13,    .35,    .42,     .2,   -.02,    .47,    .17,   40.3,   62.2,
      101,      00,   196211,   3.56,   34.5,  -1.05,  -1.05,    .61,   -.02,      0,    806,    .07,    .49,    .41,   -.28,   -.85,   -.83,   -.82,     26,   43.1,
      102,      00,   196212,    .76,   18.8,  -1.09,  -1.09,  -1.19,  -1.09,      0,   1376,  -1.12,  -1.89,  -1.59,   -.39,   -.47,   -.41,   -.27,    9.9,   27.7,
      105,      00,   196212,     .5,   24.8,   2.11,   2.11,    -.8,   1.31,      0,   1236,  -1.17,   -.93,   -.72,    .26,   1.02,   1.14,     .2,   14.1,   35.6,
      104,      00,   196212,   2.62,   42.9,    .21,   -.81,   -.69,   -.22,     11,    637,   -.82,    .29,   -.18,   -.66,   -.37,   -.14,    .39,   31.6,   54.1,
      106,      00,   196212,   1.69,   43.5,  -1.79,  -1.79,  -1.89,  -1.79,      3,    577,    -.8,   -.79,   -.61,   -.45,   -.51,   -.73,    .29,   32.3,   54.6,
      108,      00,   196212,   3.07,   32.9,   -.56,    .73,  -1.69,   -.27,      0,    821,   -.92,   -.17,    .31,    .37,    .34,   -.26,    .25,   25.9,   39.8,
      103,      00,   196212,   1.88,   29.1,  -1.48,  -1.48,  -1.53,  -1.48,      0,   1172,   -1.1,  -1.17,   -.77,   -.72,   -1.1,   -.54,     .3,   19.1,     39,
      109,      00,   196212,   1.38,   40.8,  -1.36,  -1.36,  -2.46,  -1.36,      0,    514,   -.74,  -1.01,   -.17,   -.33,    -.7,   -.03,    -.8,   28.9,   52.6,
      101,      00,   196212,   3.18,   22.3,  -1.03,  -1.03,   -.25,    -.1,      0,   1202,   -.08,   -.02,    .34,   -.02,   -.44,   -.69,   -.65,   12.8,   31.8,
      107,      00,   196212,    .73,   35.3,  -1.81,  -1.81,  -1.25,  -1.81,      0,    811,   -.44,   -.45,   -.53,   -.99,  -1.28,   -.93,   -.55,   22.2,   48.4,
      109,      00,   196301,   2.06,   35.2,  -1.89,  -1.89,  -2.03,  -1.89,      0,    652,    -.3,   -.75,  -1.02,   -.52,    -.5,    .08,   -.71,   22.3,   48.2,
      107,      00,   196301,    .76,   26.4,  -1.96,  -1.96,     -1,  -1.96,      0,   1083,   -.23,   -.53,   -.54,   -1.2,  -1.16,  -1.17,   -.45,     13,   39.9,
      102,      00,   196301,     .6,    4.7,  -1.32,  -1.32,  -1.03,  -1.32,      0,   1770,  -1.35,  -1.58,  -1.96,  -1.12,   -.41,   -.51,   -.21,   -3.8,   13.2,
      103,      00,   196301,   1.17,   21.8,  -2.01,  -2.01,  -2.03,  -2.01,      0,   1411,  -1.84,  -1.99,  -1.76,  -1.25,  -1.19,  -1.06,    .25,   11.6,     32,
      104,      00,   196301,   4.38,   41.4,    .54,    .54,   1.05,    .54,     24,    670,    .47,   -.22,    .42,   -.18,   -.48,   -.24,    .49,     30,   52.8,
      106,      00,   196301,   1.15,   34.9,  -2.41,  -2.41,  -2.41,  -2.41,      2,    824,  -1.21,  -1.39,  -1.21,   -.68,   -.77,  -1.01,    .17,   21.9,   47.9,
      101,      00,   196301,   2.35,   19.4,  -1.28,  -1.28,  -1.09,   -.77,      0,   1272,   -.63,   -.55,   -.37,   -.04,   -.87,   -.83,   -.59,   10.3,   28.5,
      108,      00,   196301,   2.08,   23.2,  -1.53,  -1.53,  -3.07,  -1.53,      0,   1098,   -1.6,  -1.61,   -.87,   -.27,   -.27,   -.35,    .08,     14,   32.4,
      105,      00,   196301,    .99,    8.4,   2.09,   2.09,    .59,   1.47,      0,   1731,    .52,   -.44,   -.51,   -.67,   1.44,   1.15,    .44,   -3.2,   19.9,
      101,      00,   196302,   2.24,   16.2,  -1.46,  -1.46,   -.93,  -1.19,      0,   1209,    -.5,   -.96,    -.8,   -.15,   -.63,   -1.1,   -.79,    4.8,   27.5,
      103,      00,   196302,   1.16,   26.3,  -2.51,  -2.51,  -2.14,  -2.51,      0,   1158,  -1.84,   -2.8,   -2.9,  -1.41,  -1.47,  -1.67,   -.08,   14.9,   37.7,
      106,      00,   196302,   1.27,   43.8,  -3.08,  -3.08,  -2.78,  -3.08,      3,    535,  -1.11,  -1.64,  -1.65,   -.71,    -.5,  -1.07,   -.13,   29.4,   58.1,
      105,      00,   196302,    .74,   26.4,   1.93,   1.93,    .16,   1.33,      0,   1086,   -.18,    .22,   -.54,   -.73,    .59,    .97,    .39,     15,   37.8,
      104,      00,   196302,   3.73,   41.9,    .54,    .54,    .17,    .54,     14,    600,   -.15,    .18,   -.32,    .11,   -.06,   -.19,    .07,   29.8,   54.1,
      108,      00,   196302,   4.07,   38.6,  -1.36,  -1.36,    .02,  -1.27,      0,    597,    .47,   -.85,  -1.15,   -.23,   -.35,   -.07,   -.29,   29.9,   47.3,
      109,      00,   196302,   2.74,   48.1,   -2.2,   -2.2,  -1.49,   -2.2,      5,    313,    .24,   -.14,   -.56,   -.36,   -.49,   -.74,   -.42,   37.2,   58.9,
      107,      00,   196302,    .97,   39.7,  -2.14,  -2.14,  -1.16,  -2.14,      8,    608,    .11,   -.16,    -.4,    -.2,   -.93,  -1.33,    -.3,     26,   53.4,
      102,      00,   196302,    .59,   11.9,  -1.45,  -1.45,    -.8,  -1.45,      0,   1434,  -1.15,  -1.69,  -1.75,  -1.67,  -1.09,   -.85,   -.35,     .8,     23,
      107,      00,   196303,    .79,     41,  -2.32,  -2.32,  -1.18,  -2.32,      6,    663,   -.49,   -.33,   -.43,   -.65,  -1.07,  -1.27,   -.58,   26.8,   55.3,
      102,      00,   196303,   1.91,   32.1,  -1.07,  -1.07,    .69,   -.62,      0,    972,    .38,    -.3,   -.91,  -1.74,   -.71,   -.68,   -.49,   21.1,     43,
      104,      00,   196303,   4.19,   57.2,   -.34,   -.34,  -1.03,   -.34,     66,    268,   -.21,   -.24,   -.02,   -.11,   -.47,    -.3,    .02,   44.3,     70,
      108,      00,   196303,   3.05,   37.1,  -1.43,  -1.43,   -.63,  -1.43,      0,    724,    -.1,    .28,   -.81,   -.27,    -.2,   -.15,   -.52,     27,   47.2,
      105,      00,   196303,    .96,     35,   1.43,   1.43,   -.91,    .48,      0,    878,   -.58,   -.68,   -.24,    -.8,    .19,    .93,    .34,   22.6,   47.3,
      101,      00,   196303,   3.56,   33.1,  -1.17,  -1.17,    .41,   -.67,      0,    839,    .17,   -.18,   -.64,   -.11,   -.38,   -.74,   -.73,   22.9,   43.3,
      109,      00,   196303,   2.39,   43.3,   -.02,  -1.99,   -.06,  -1.95,      1,    507,    .26,    .23,   -.06,    -.2,    -.3,   -.55,   -.42,   31.5,     55,
      106,      00,   196303,   1.68,   56.5,  -3.72,  -3.72,  -2.86,  -3.72,     61,    234,  -1.08,  -1.46,  -1.73,  -1.36,  -1.17,  -1.11,   -.48,   42.6,   70.4,
      103,      00,   196303,   6.35,     46,  -1.17,  -1.17,   3.25,    .28,      6,    659,   1.75,    .65,   -.32,   -.88,    -.8,  -1.15,    .03,   34.6,   57.5,
      104,      00,   196304,   2.67,   63.8,   -.88,   -.88,  -1.73,   -.88,     91,    105,   -.71,   -.61,   -.53,   -.08,   -.45,   -.67,   -.27,   51.1,   76.6,
      102,      00,   196304,   2.49,   45.9,  -1.16,  -1.16,    -.6,   -.96,      0,    548,   -.01,     .1,   -.27,  -1.51,  -1.19,   -.52,   -.51,   33.6,   58.2,
      106,      00,   196304,   2.02,   66.6,  -4.14,  -4.14,  -2.43,  -4.14,    171,     47,   -1.1,   -1.5,  -1.77,  -1.75,  -1.37,  -1.31,   -.42,     54,   79.2,
      101,      00,   196304,   2.16,   43.8,  -1.81,  -1.81,  -2.28,  -1.81,      0,    518,   -1.3,   -.74,   -.95,   -.95,   -.56,  -1.22,   -1.1,     32,   55.6,
      109,      00,   196304,   3.23,   45.8,   1.39,   1.39,   4.18,   1.39,      2,    439,   1.87,   1.15,    .89,   -.09,    .22,    .21,    .02,   34.9,   56.7,
      105,      00,   196304,   2.24,   42.5,   1.67,   1.67,   1.16,    1.1,      2,    584,    .83,    .43,    .32,   -.19,   -.45,   1.51,    .57,   30.7,   54.2,
      103,      00,   196304,   2.55,   55.5,   -1.8,   -1.8,  -2.23,  -1.27,      8,    347,  -1.19,    .66,   -.04,   -1.4,  -1.23,  -1.17,   -.24,   42.9,     68,
      107,      00,   196304,    .75,   49.3,   -2.3,   -2.3,   -.68,   -2.3,     23,    427,   -.42,   -.75,   -.56,   -.74,  -1.21,  -1.21,   -.61,   34.7,     64,
      108,      00,   196304,   3.86,   40.5,   1.05,   1.05,   3.15,   1.05,      0,    592,   1.75,    .81,    .86,   -.27,     .2,    .15,   -.25,   31.2,   49.7,
      104,      00,   196305,   3.76,   69.4,   -.85,   -.85,   -.18,   -.85,    190,     43,      0,   -.56,   -.52,   -.55,   -.22,   -.34,   -.29,   57.2,   81.6,
      109,      00,   196305,   1.13,   59.8,   1.56,   1.56,    .94,   1.56,     36,    189,    .55,   1.74,   1.17,    .21,    .32,    .21,    .08,   47.1,   72.5,
      105,      00,   196305,   1.95,   53.2,   1.11,   1.11,  -1.16,    .14,     32,    321,   -.76,   -.14,   -.34,   -.59,   -.81,    .29,     .3,   40.1,   66.4,
      106,      00,   196305,   2.71,   72.3,  -4.92,  -4.92,  -3.62,  -4.92,    285,     10,  -1.11,   -1.6,  -1.92,  -2.22,  -1.36,  -1.14,   -.54,   60.1,   84.4,
      103,      00,   196305,   3.72,   61.8,  -1.78,  -1.78,   -.51,  -1.41,     52,    198,   -.37,   -.99,    .24,  -1.24,   -.99,  -1.15,   -.44,   49.6,     74,
      102,      00,   196305,   3.06,     54,  -1.08,  -1.08,    -.1,   -.84,     17,    340,   -.35,   -.33,    -.2,     -1,  -1.42,  -1.06,   -.41,     42,     66,
      101,      00,   196305,   3.13,   53.8,  -1.85,  -1.85,   -.68,  -1.85,     10,    269,   -.42,   -1.1,   -.86,  -1.23,   -.61,   -.96,  -1.24,   40.9,   66.7,
      108,      00,   196305,   2.36,   51.7,   1.03,   1.03,    .28,   1.03,      3,    342,    .31,   1.27,     .8,   -.61,    .11,   -.01,   -.28,   39.4,     64,
      107,      00,   196305,    .43,   61.7,  -3.37,  -3.37,  -3.92,  -3.37,    140,    163,  -1.55,  -1.39,  -1.39,   -1.2,   -.76,  -1.32,   -.66,   45.6,   77.7,
      106,      00,   196306,   3.29,   79.1,  -5.12,  -5.12,  -2.12,  -5.12,    460,      0,   -.18,   -.84,  -1.22,  -1.94,  -1.59,  -1.45,   -.85,   67.1,   91.1,
      104,      00,   196306,   5.78,   75.4,   -.18,   -.18,   1.75,    .58,    323,      3,     .7,    .41,   -.06,    -.1,   -.18,   -.49,   -.33,   64.6,   86.2,
      101,      00,   196306,   2.59,   64.7,  -2.38,  -2.38,  -2.16,  -2.38,     95,     35,  -1.29,  -1.15,  -1.58,   -1.7,     -1,  -1.05,   -1.5,   52.2,   77.3,
      109,      00,   196306,   1.17,     63,   2.28,   2.28,   2.63,   2.28,     66,     94,   1.69,   1.28,   2.07,    .71,     .5,    .41,    .23,   49.9,   76.1,
      105,      00,   196306,   3.86,   63.5,   1.57,   1.57,   1.73,   1.07,    166,    108,   1.02,     .2,     .5,    .33,   -.05,    .38,    .99,     51,     76,
      107,      00,   196306,    .89,   66.5,  -3.69,  -3.69,  -1.99,  -3.69,    196,     81,    .09,  -1.08,  -1.15,     -1,  -1.02,  -1.32,   -.59,   50.6,   82.3,
      108,      00,   196306,   2.42,   55.9,   1.42,   1.42,   1.48,   1.42,      9,    226,    .99,    .79,   1.47,    .06,    .26,    .32,   -.05,   44.4,   67.5,
      102,      00,   196306,    3.1,   67.7,  -1.67,  -1.67,  -2.11,  -1.67,    138,     47,   -.84,   -.91,   -.77,  -1.04,  -1.67,  -1.07,   -.31,     55,   80.3,
      103,      00,   196306,   3.03,   72.1,  -2.11,  -2.11,  -1.54,  -2.11,    205,     17,  -1.04,    -.9,  -1.27,  -1.15,  -1.37,  -1.27,   -.62,   59.7,   84.5,
      101,      00,   196307,   3.14,   69.3,  -2.67,  -2.67,  -1.61,  -2.67,    216,      4,   -.92,  -1.47,  -1.36,  -1.65,  -1.63,  -1.11,  -1.84,   57.4,   81.1,
      104,      00,   196307,   5.06,   77.3,   -.19,   -.19,   -.08,    .49,    395,      0,   -.46,    .15,    .03,   -.41,   -.12,   -.42,   -.29,   66.4,   88.3,
      102,      00,   196307,   4.05,   70.6,  -1.23,  -1.23,    .81,   -.75,    204,     14,    .56,   -.31,   -.48,   -.57,  -1.37,  -1.21,   -.27,   58.6,   82.6,
      105,      00,   196307,   2.24,   69.8,   1.85,   1.85,   1.33,   1.73,    251,     40,    .44,    .96,     .3,    .36,    .11,   -.11,    1.1,   55.3,   84.2,
      107,      00,   196307,   1.09,     75,  -4.56,  -4.56,  -3.76,  -4.56,    403,      8,  -1.52,  -1.26,  -2.07,  -1.64,  -1.56,  -1.73,    -.8,   59.7,   90.3,
      106,      00,   196307,   3.33,   82.5,  -5.16,  -5.16,  -1.71,  -5.16,    562,      0,    .15,   -.08,   -.66,  -1.47,   -1.7,  -1.35,  -1.06,   70.5,   94.4,
      103,      00,   196307,   4.62,   74.1,  -1.54,  -1.54,   1.05,     -1,    267,      4,    .58,   -.39,   -.55,   -.48,  -1.28,   -1.2,   -.76,   62.6,   85.7,
      108,      00,   196307,    .75,   61.8,   1.74,   1.74,   1.38,   1.74,     36,    135,    .37,    .89,    .79,   1.08,   -.05,    .38,   -.01,   47.4,   76.2,
      109,      00,   196307,    .01,   71.3,   2.59,   2.59,   1.62,   2.59,    183,     15,  -2.21,    .99,    .92,   1.04,    .08,    .36,    .18,   55.4,   87.3,
      107,      00,   196308,   3.31,     71,  -2.92,  -2.92,   3.52,  -1.53,    290,     23,   2.41,    .67,    .57,   -.54,   -.66,   -.45,   -.56,   58.5,   83.5,
      102,      00,   196308,   3.07,   66.1,  -1.37,  -1.37,   -.81,  -1.22,    107,     62,   -.41,    .07,   -.53,   -.54,  -1.04,  -1.42,   -.15,   54.5,   77.7,
      101,      00,   196308,   3.89,     64,  -2.31,  -2.31,    .25,  -2.14,    119,     36,    .15,    -.6,  -1.16,  -1.42,  -1.63,     -1,  -1.82,   52.9,   75.1,
      105,      00,   196308,    1.7,   67.9,   1.73,   1.73,    .21,   1.63,    182,     46,    .01,    .25,    .83,    .36,    .17,   -.12,   1.25,   53.4,   82.4,
      104,      00,   196308,   3.25,     78,   -.94,   -.94,  -2.29,   -.94,    411,      0,  -1.71,  -1.39,   -.74,   -.92,   -.85,   -.55,   -.72,   66.6,   89.5,
      103,      00,   196308,   3.22,     72,  -1.46,  -1.46,   -.24,   -.97,    197,     23,    -.4,    .14,    -.6,   -.26,   -1.3,   -1.1,   -.75,   60.2,   83.6,
      109,      00,   196308,    .38,   71.5,   2.58,   2.58,    .79,   2.58,    210,      7,     .2,   -.87,    .79,   1.25,    .31,     .4,    .11,   56.2,   86.8,
      108,      00,   196308,    .81,   63.9,    1.8,    1.8,    .72,    1.8,     62,     86,    .29,    .26,    .79,   1.01,   -.34,    .28,   -.01,   48.9,   78.8,
      106,      00,   196308,   1.95,   81.8,  -5.48,  -5.48,  -2.54,  -5.48,    562,      0,  -1.11,   -.62,    -.6,  -1.46,  -1.84,  -1.31,  -1.16,   69.2,   94.4,
      101,      00,   196309,   2.87,   55.7,  -2.39,  -2.39,   -.94,  -2.39,     12,    192,   -.56,    -.4,   -.87,  -1.73,  -1.81,  -1.26,  -1.85,   43.2,   68.3,
